id|ident|name|type|frequency|latitude|longitude|elevation|isoCountry|magneticVariation|usageType|power|associatedAirport
85277|ADX|Andraitx|NDB|384|39.549400329589844|2.395859956741333||ES|-0.282|BOTH|LOW|
85278|AE|Abeche|VOR|114500|13.845100402832031|20.844999313354492|1804|TD|1.03|BOTH|HIGH|FTTC
85279|AE|Dudle|NDB|351|35.21730041503906|-106.71299743652344||US|9.54|TERMINAL|LOW|
85280|AEA|Jones|NDB|373|36.614498138427734|-78.0531997680664|270|US|-9.214|TERMINAL|LOW|
85281|AEE|Antlers|NDB|391|34.19179916381836|-95.65190124511719|569|US|3.548|TERMINAL|LOW|
85282|AEL|Albert Lea|VOR-DME|109800|43.681800842285156|-93.37079620361328|1265|US|1.315|TERMINAL|LOW|
85283|AES|Nabesna|NDB|390|62.96580123901367|-141.88800048828125||US|23.426|LO|MEDIUM|PAOR
85284|AEX|Alexandria|VORTAC|116100|31.25670051574707|-92.5009994506836|80|US|2.012|BOTH|HIGH|
85285|AEY|Waverly|NDB|329|36.1161994934082|-87.74130249023438|708|US|-1.576|TERMINAL|LOW|
85286|AF|Archerfield|NDB|419|-27.57029914855957|153.01600646972656|63|AU|11.088|BOTH|LOW|YBAF
85287|AFD|Watford City|NDB|400|47.815101623535156|-103.25800323486328|2066|US|9.178|TERMINAL|LOW|
85288|AFE|Kake|NDB-DME|223|56.96390151977539|-133.91200256347656|170|US|22.201|LO|LOW|PAFE
85289|AFI|Affligem|VOR-DME|114900|50.907798767089844|4.138889789581299|284|BE|-0.416|TERMINAL|HIGH|EBBR
85290|AFK|Nebraska City|NDB|347|40.60559844970703|-95.86080169677734|1160|US|3.476|TERMINAL|LOW|
85291|AFM|Manas|TACAN|134000|43.062198638916016|74.470703125|2091|KG|5.001|BOTH|LOW|UAFM
85292|AFO|Afienou|NDB|393|5.411139965057373|-2.9164700508117676||CI|-5.38|BOTH|MEDIUM|
85293|AFP|Anson Co|NDB|283|35.02399826049805|-80.08300018310547|302|US|-7.328|TERMINAL|LOW|
85294|AFS|Afonsos|NDB|270|-22.867000579833984|-43.36690139770508|112|BR|-21.323|BOTH|MEDIUM|SBAF
85295|AG|Aek Godang|NDB|233|1.3983399868011475|99.42900085449219|935|ID|-0.254|BOTH|MEDIUM|WIME
85296|AG|Agra|NDB|250|27.15019989013672|77.96530151367188||IN|0.218|BOTH|HIGH|VIAG
85297|AG|Abuja|NDB|321|9.028039932250977|7.277040004730225||NG|-2.024|TERMINAL|LOW|DNAA
85298|AG|Agoy|NDB|381|44.13330078125|39.03329849243164||RU|5.588|BOTH|HIGH|
85299|AG|Sembawang|NDB|325|1.4233299493789673|103.822998046875|86|SG|0.141|BOTH|LOW|WSAG
85300|AG|Bushe|NDB|233|33.28689956665039|-81.9468994140625||US|-5.48|TERMINAL|LOW|KAGS
85301|AGB|Augsburg|NDB|318|48.42430114746094|10.933099746704102|1542|DE|1.284|BOTH|LOW|EDMA
85302|AGC|Allegheny|VOR-DME|110000|40.27870178222656|-80.04090118408203|1290|US|-8.553|LO|MEDIUM|
85303|AGD|Altenburg|DME|115300|50.98270034790039|12.512299537658691|624|DE|1.542|TERMINAL|LOW|EDAC
85304|AGG|Agra|VOR-DME|112000|27.150699615478516|77.94750213623047|551|IN|0.219|BOTH|MEDIUM|VIAG
85305|AGG|Agalega|NDB|429|-10.366700172424316|56.599998474121094||MU|-9.049|BOTH|MEDIUM|
85306|AGH|Anchialos|VOR-DME|110400|39.21620178222656|22.791900634765625|65|GR|3.164|BOTH|MEDIUM|LGBL
85307|AGI|Araguaina|NDB|205|-7.233500003814697|-48.23899841308594|771|BR|-20.13|BOTH|MEDIUM|SWGN
85308|AGN|Agen|VOR-DME|114800|43.88800048828125|0.8728610277175903|868|FR|-1.062|BOTH|HIGH|
85309|AGN|Alagoinhas|NDB|310|-12.152700424194336|-38.38949966430664||BR|-23.019|LO|MEDIUM|SBSV
85310|AGU|Aguascalientes|VOR-DME|113600|21.71139907836914|-102.31900024414062|6112|MX|7.097|BOTH|HIGH|MMAS
85311|AGU|Monteagudo|NDB|305|-19.835500717163086|-63.965301513671875||BO|-8.191|LO|MEDIUM|SLAG
85312|AGV|Aggeneys|VOR-DME|116700|-29.48110008239746|18.5625|3356|ZA|-20.1|BOTH|HIGH|
85313|AGV|Acarigua|VOR-DME|113400|9.554750442504883|-69.23619842529297|640|VE|-9.393|BOTH|HIGH|SVAC
85314|AGV|Acarigua|NDB|225|9.551690101623535|-69.23290252685547|640|VE|-9.384|LO|MEDIUM|SVAC
85315|AGZ|Ayaguz|VOR|113600|47.93109893798828|80.44969940185547||KZ|5.555|BOTH|HIGH|
85316|AGZ|Wagner|NDB|392|43.0625|-98.29229736328125|1462|US|5.315|TERMINAL|LOW|
85317|AH|Ahmedabad|NDB|215|23.141399383544922|72.69969940185547||IN|-0.094|BOTH|HIGH|VAAH
85318|AH|Antalaha|NDB|321|-14.998900413513184|50.317901611328125||MG|-11.368|BOTH|MEDIUM|FMNH
85319|AHC|Amedee|VOR-DME|109000|40.26789855957031|-120.1520004272461|4028|US|15.017|TERMINAL|LOW|
85320|AHH|Ameron|NDB|278|45.28139877319336|-92.37129974365234|1080|US|0.248|TERMINAL|LOW|
85321|AHN|Athens|VORTAC|109600|33.947601318359375|-83.32479858398438|790|US|-4.57|BOTH|MEDIUM|KAHN
85322|AHO|Alghero|TACAN|109300|40.63610076904297|8.289440155029297|88|IT|0.54|BOTH|HIGH|LIEA
85323|AHQ|Wahoo|NDB|400|41.239200592041016|-96.59839630126953|1221|US|4.189|TERMINAL|LOW|
85324|AHT|Ashiya|TACAN|108600|33.888301849365234|130.64999389648438|84|JP|-6.527|BOTH|HIGH|RJFA
85325|AHT|Amchitka|NDB-DME|379|51.37969970703125|-179.25799560546875|221|US|5.106|BOTH|LOW|
85326|AHX|Athens|NDB|269|32.1593017578125|-95.8302001953125|440|US|4.054|TERMINAL|LOW|
85327|AI|Sao Joao|NDB|320|-1.2813299894332886|-44.90330123901367||BR|-20.309|BOTH|MEDIUM|
85328|AI|Aitutaki|NDB|320|-18.824800491333008|-159.7729949951172|114|CK|12.543|BOTH|HIGH|NCAI
85329|AI|Akchi|NDB|288|43.972198486328125|76.33580017089844||KZ|5.062|BOTH|MEDIUM|
85330|AI|Tura|NDB|430|64.28500366210938|100.2030029296875||RU|1.598|BOTH|HIGH|
85331|AI|Video|NDB|371|40.06949996948242|-85.51069641113281|970|US|-4.299|TERMINAL|LOW|
85332|AI|Addmo|NDB|400|34.232398986816406|-96.93309783935547|715|US|4.436|LO|LOW|
85333|AIA|Alliance|VOR-DME|111800|42.055599212646484|-102.80400085449219|3925|US|8.342|LO|MEDIUM|
85334|AIG|Antigo|NDB|347|45.158599853515625|-89.11380004882812|1518|US|-2.322|TERMINAL|LOW|
85335|AIK|Aiken|NDB|347|33.651798248291016|-81.6771011352539|530|US|-6.043|TERMINAL|LOW|
85336|AIN|Al Ain|NDB|399|24.248600006103516|55.60430145263672||AE|1.176|BOTH|MEDIUM|OMAL
85337|AIO|Atlantic|NDB|365|41.40399932861328|-95.04630279541016|1153|US|3.072|LO|LOW|
85338|AIR|Bellaire|VOR-DME|117100|40.016998291015625|-80.81729888916016|1290|US|-8.152|BOTH|HIGH|
85339|AIT|Aitkin|NDB|397|46.54750061035156|-93.67520141601562|1207|US|1.236|TERMINAL|LOW|
85340|AIV|Aliceville|NDB|254|33.11399841308594|-88.18560028076172||US|-1.11|LO|LOW|KAIV
85341|AIX|Nanwak|NDB-DME|323|60.3849983215332|-166.21499633789062|33|US|12.32|LO|MEDIUM|PAMY
85342|AIZ|Kaiser|NDB|377|38.09659957885742|-92.5531005859375|863|US|1.29|TERMINAL|LOW|
85343|AJ|Ouani|NDB|369|-12.131999969482422|44.4286003112793||KM|-7.093|BOTH|MEDIUM|FMCV
85344|AJ|Aghajari|NDB|365|30.75|49.68330001831055|88|IR|3.037|BOTH|HIGH|OIAG
85345|AJ|Krasnoyarsk|NDB|334|56.19329833984375|92.40670013427734||RU|4.407|TERMINAL|HIGH|UNKL
85346|AJ|Staritsa|NDB|430|56.516700744628906|34.93330001831055||RU|9.152|BOTH|HIGH|UNKL
85347|AJA|Mt Macajna|NDB|385|13.454899787902832|144.73699951171875|660|GU|1.274|TERMINAL|HIGH|PGUM
85348|AJE|Awaji|VOR-DME|115600|34.270301818847656|134.71299743652344|884|JP|-6.56|BOTH|LOW|
85349|AJF|Al Jouf|VORTAC|117800|29.788999557495117|40.07419967651367|2261|SA|3.29|BOTH|HIGH|OESK
85350|AJG|Mt Carmel|NDB|524|38.61199951171875|-87.7260971069336|430|US|-2.235|LO|LOW|
85351|AJO|Ajaccio|VOR-DME|114800|41.77050018310547|8.774669647216797|2142|FR|1.002|BOTH|HIGH|
85352|AJR|Habersham|NDB|347|34.50149917602539|-83.54989624023438|1462|US|-4.518|TERMINAL|LOW|
85353|AJW|Andri|NDB|281|45.79169845581055|-95.30549621582031|1404|US|2.568|TERMINAL|LOW|
85354|AJX|Ash Flat|NDB|344|36.180599212646484|-91.60659790039062|815|US|0.579|TERMINAL|LOW|
85355|AK|Astra Kesetra|NDB|221|-4.612420082092285|105.23100280761719|63|ID|0.309|BOTH|MEDIUM|WIAG
85356|AK|Akeno|NDB|380|34.527801513671875|136.69700622558594||JP|-6.527|BOTH|MEDIUM|RJOE
85357|AK|Astana|NDB|318|51.060001373291016|71.5261001586914||KZ|9.209|BOTH|MEDIUM|UACC
85358|AK|Akure|NDB|276|7.226719856262207|5.293220043182373||NG|-2.517|LO|MEDIUM|DNAK
85359|AK|Abakan|NDB|360|53.766700744628906|91.40499877929688||RU|4.191|TERMINAL|HIGH|UNAA
85360|AK|Aleksandrovka|NDB|113|49.58330154418945|44.31669998168945||RU|8.225|BOTH|HIGH|
85361|AK|Saldo|NDB|355|58.73720169067383|-156.7779998779297||US|16.435|BOTH|MEDIUM|PAKN
85362|AK|Akron|NDB|362|41.069801330566406|-81.38749694824219||US|-8.065|TERMINAL|LOW|
85363|AKB|Aktyubinsk|VOR-DME|113400|50.263099670410156|57.18389892578125|735|KZ|9.443|BOTH|HIGH|UATT
85364|AKC|Trabzon|NDB|392|41.08940124511719|39.469200134277344|104|TR|5.176|BOTH|HIGH|LTCG
85365|AKE|Amakusa|VOR-DME|113450|32.48099899291992|130.16000366210938|354|JP|-6.25|LO|LOW|RJDA
85366|AKI|Akhisar|TACAN|110200|38.81949996948242|27.827199935913086|285|TR|3.518|BOTH|LOW|LTBT
85367|AKI|Akureyri|VOR-DME|113600|65.75969696044922|-18.004199981689453|2053|IS|-15.392|BOTH|HIGH|BIAR
85368|AKI|Anduki|NDB|250|4.630280017852783|114.37200164794922|59|BN|0.297|BOTH|MEDIUM|
85369|AKJ|Al Kharj|VORTAC|117300|24.068199157714844|47.40760040283203|1479|SA|2.156|BOTH|LOW|
85370|AKL|Haskell|NDB|407|33.19110107421875|-99.72000122070312|1622|US|6.212|LO|LOW|
85371|AKN|King Salmon|VORTAC|112800|58.724700927734375|-156.7519989013672|89|US|16.44|BOTH|HIGH|PAKN
85372|AKO|Akron|VOR-DME|114400|40.155601501464844|-103.18000030517578|4620|US|8.391|LO|HIGH|
85373|AKP|Anaktuvuk Pass|NDB|348|68.1365966796875|-151.74400329589844|2085|US|22.018|LO|LOW|PAKP
85374|AKQ|Wakefield|NDB|274|36.98320007324219|-77.0010986328125|115|US|-10.104|TERMINAL|LOW|
85375|AKR|Akrotiri|TACAN|116000|34.57939910888672|32.962799072265625|237|CY|3.515|BOTH|HIGH|LCRA
85376|AKT|Akeno|TACAN|112050|34.528499603271484|136.6750030517578|20|JP|-6.529|BOTH|HIGH|RJOE
85377|AKT|Preveza/Aktion|VOR-DME|110000|38.92490005493164|20.761499404907227|-10|GR|3.003|TERMINAL|MEDIUM|
85378|AKT|Aktau|VOR-DME|113300|43.85860061645508|51.101898193359375|59|KZ|6.372|BOTH|HIGH|UATE
85379|AKU|Akujarvi|NDB|432|68.67839813232422|27.614599227905273||FI|10.577|LO|LOW|EFIV
85380|AKW|Klawock|NDB-DME|229|55.568599700927734|-133.07899475097656|30|US|21.455|TERMINAL|MEDIUM|PAKW
85381|AL|Malolo|NDB|385|-17.825599670410156|177.38699340820312||FJ|12.167|BOTH|LOW|NFFN
85382|AL|Halim Perdanakusuma|NDB|215|-6.193960189819336|107.04000091552734|84|ID|0.465|BOTH|MEDIUM|WIHH
85383|AL|Embakasi|NDB|379|-1.37608003616333|36.91910171508789||KE|0.014|BOTH|HIGH|HKJK
85384|AL|Almaty|NDB|443|43.382598876953125|77.10209655761719||KZ|4.453|BOTH|MEDIUM|UAAA
85385|AL|Lepsoy|NDB|398|62.596099853515625|6.221519947052002||NO|-1.037|TERMINAL|LOW|
85386|AL|Alabat|NDB|247|14.22029972076416|121.92400360107422|6|PH|-1.163|BOTH|MEDIUM|RPLY
85387|AL|Baykit|NDB|326|61.70669937133789|96.5||RU|4.086|BOTH|HIGH|
85388|AL|Alushta|NDB|384|44.67470169067383|34.39680099487305||UA|5.357|BOTH|HIGH|
85389|AL|Price|NDB|382|42.62220001220703|-92.5093994140625|921|US|0.56|TERMINAL|LOW|KALO
85390|AL|Trina|NDB|353|46.175498962402344|-118.19599914550781||US|16.139|TERMINAL|MEDIUM|KALW
85391|AL|Hawky|NDB|219|42.817298889160156|-73.81060028076172||US|-14.018|TERMINAL|LOW|KALB
85392|AL|Alpos|NDB|218|38.855098724365234|-89.93820190429688||US|-0.391|TERMINAL|LOW|KALN
85393|ALA|Alta|NDB|358|69.99230194091797|23.29319953918457|44|NO|8.543|TERMINAL|LOW|ENAT
85394|ALB|Albany|VORTAC|115300|42.74720001220703|-73.8031997680664|275|US|-14.006|BOTH|MEDIUM|KALB
85395|ALB|Allersberg|VOR-DME|111200|49.21440124511719|11.221400260925293|1434|DE|1.326|BOTH|HIGH|
85396|ALB|Albenga|VOR-DME|116950|44.04819869995117|8.127619743347168|136|IT|0.501|BOTH|MEDIUM|LIMG
85397|ALC|Amami|VORTAC|115500|28.443700790405273|129.58399963378906|996|JP|-5.084|BOTH|HIGH|RJKA
85398|ALC|Alcantara|NDB|230|-2.381500005722046|-44.39929962158203|148|BR|-20.459|BOTH|MEDIUM|SNCW
85399|ALD|Allendale|VOR|116700|33.01250076293945|-81.29219818115234|190|US|-6.129|LO|MEDIUM|
85400|ALD|Al Udeid|VORTAC|115200|25.13949966430664|51.30509948730469|37|QA|1.568|BOTH|LOW|OTBH
85401|ALD|Alderney|NDB|383|49.708900451660156|-2.199700117111206|331|GG|-2.465|LO|LOW|
85402|ALE|Aleppo|VOR-DME|114500|36.17919921875|37.209598541259766|1276|SY|4.171|BOTH|HIGH|OSAP
85403|ALE|Aleppo|NDB|396|36.178001403808594|37.206600189208984||SY|4.171|BOTH|HIGH|OSAP
85404|ALF|Alster|DME|115800|53.63529968261719|9.994139671325684|66|DE|1.055|TERMINAL|LOW|EDDH
85405|ALG|Alghero|VORTAC|113800|40.62810134887695|8.243889808654785|1447|IT|0.533|BOTH|HIGH|LIEA
85406|ALG|Alghero|NDB|382|40.63999938964844|8.291669845581055||IT|0.54|LO|LOW|LIEA
85407|ALG|Ciudad Del Este|NDB|293|-25.369699478149414|-54.76139831542969|793|PY|-14.103|LO|LOW|SGES
85408|ALI|Alice|VOR|114500|27.73979949951172|-98.02130126953125|170|US|5.234|LO|MEDIUM|KALI
85409|ALI|Aligarh|VOR-DME|117900|27.829299926757812|78.17829895019531|587|IN|0.287|BOTH|HIGH|
85410|ALI|Cairo|NDB|310|30.166900634765625|31.385000228881836||EG|3.208|TERMINAL|LOW|HECA
85411|ALJ|Orca Bay|NDB|233|60.479801177978516|-146.58700561523438|31|US|21.141|BOTH|MEDIUM|PANC
85412|ALM|Alma|VOR|116400|55.41130065917969|13.557499885559082||SE|2.181|RNAV|HIGH|
85413|ALM|Almaty|VOR-DME|112300|43.3744010925293|77.08580017089844|2211|KZ|4.451|BOTH|HIGH|UAAA
85414|ALM|Al Hoceima|VOR-DME|115000|35.19110107421875|-3.8417301177978516|46|MA|-2.05|BOTH|HIGH|GMTA
85415|ALM|Aix Les Milles|NDB|430|43.5078010559082|5.360469818115234|367|FR|0.098|TERMINAL|LOW|LFMA
85416|ALN|Al Ain|VOR-DME|112600|24.25979995727539|55.60639953613281|842|AE|1.196|BOTH|HIGH|OMAL
85417|ALO|Waterloo|VORTAC|112200|42.55649948120117|-92.3989028930664|865|US|0.509|BOTH|HIGH|KALO
85418|ALP|Alexandroupolis|NDB|351|40.85749816894531|25.94420051574707||GR|3.515|TERMINAL|LOW|LGAL
85419|ALP|Alpine|NDB|245|42.23870086669922|-76.76399993896484||US|-11.555|TERMINAL|LOW|KELM
85420|ALR|Alger|VOR-DME|112500|36.69110107421875|3.215559959411621|82|DZ|-0.139|BOTH|HIGH|DAAG
85421|ALS|Alsie|VOR|114700|54.905399322509766|9.993379592895508||DK|1.031|RNAV|HIGH|
85422|ALS|Alamosa|VORTAC|113900|37.34920120239258|-105.81600189208984|7535|US|9.45|BOTH|HIGH|
85423|ALS|Agadir|NDB|396|30.32029914855957|-9.319439888000488||MA|-3.535|BOTH|MEDIUM|GMAD
85424|ALT|Alicante|VOR-DME|113800|38.2682991027832|-0.570114016532898|166|ES|-1.138|BOTH|HIGH|LEAL
85425|ALU|Al Hoceima|NDB|401|35.18119812011719|-3.844559907913208||MA|-2.05|BOTH|HIGH|GMTA
85426|ALU|Alliance|NDB|380|42.0432014465332|-102.79900360107422|3923|US|8.34|TERMINAL|LOW|
85427|ALW|Walla Walla|VOR-DME|116400|46.08700180053711|-118.29299926757812|1150|US|16.139|LO|MEDIUM|KALW
85428|ALX|Alexandroupolis|VOR-DME|113800|40.85499954223633|25.957199096679688|26|GR|3.516|BOTH|HIGH|LGAL
85429|AM|Ambriz|NDB|395|-7.833330154418945|13.100000381469727||AO|-5.123|BOTH|MEDIUM|FNAM
85430|AM|Arba Minch|NDB|275|6.057690143585205|37.60240173339844||ET|1.235|BOTH|MEDIUM|HAAM
85431|AM|Amahai|NDB|278|-3.3475000858306885|128.92599487304688|30|ID|2.089|BOTH|MEDIUM|WAPA
85432|AM|Malacca|NDB|298|2.2665600776672363|102.25299835205078||MY|0.006|BOTH|LOW|WMKM
85433|AM|Markovo|NDB|325|64.66829681396484|170.30999755859375||RU|-1.081|BOTH|HIGH|
85434|AM|Surgut|NDB|325|61.343299865722656|73.50669860839844||RU|16.346|TERMINAL|MEDIUM|USRR
85435|AM|Kazan|NDB|475|55.63169860839844|49.20830154418945||RU|12.057|BOTH|MEDIUM|UWKD
85436|AM|Verkhneimbatsk|NDB|420|63.16669845581055|88||RU|11.425|BOTH|HIGH|
85437|AM|Almeria|NDB|284|36.87580108642578|-2.2399098873138428||ES|-1.401|TERMINAL|LOW|LEAM
85438|AM|Picny|NDB|388|27.8612003326416|-82.5457992553711||US|-4.198|TERMINAL|MEDIUM|
85439|AM|Pande|NDB|251|35.14649963378906|-101.80500030517578||US|7.337|TERMINAL|MEDIUM|KAMA
85440|AM|Gialam|NDB|294|20.98889923095703|105.86100006103516||VN|-1.105|BOTH|MEDIUM|
85441|AMB|Amberley|TACAN|114700|-27.641700744628906|152.71600341796875|91|AU|11.053|BOTH|LOW|YAMB
85442|AMB|Santiago|VOR-DME|116100|-33.419700622558594|-70.7844009399414|1572|CL|3.354|BOTH|HIGH|SCEL
85443|AMB|Amboise|VOR-DME|113700|47.42890167236328|1.0644400119781494|361|FR|-1.212|BOTH|HIGH|LFOT
85444|AMB|Amberley|NDB|359|-27.64889907836914|152.7239990234375|91|AU|11.055|BOTH|HIGH|YAMB
85445|AMB|Ambato|NDB|360|-1.2132400274276733|-78.57659912109375|8427|EC|-1.259|BOTH|MEDIUM|SEAM
85446|AMB|Amboise|NDB|341|47.4182014465332|1.0410000085830688|354|FR|-1.215|BOTH|MEDIUM|LFOT
85447|AME|Kasari|VOR-DME|113950|28.43470001220703|129.71099853515625|47|JP|-5.083|LO|LOW|RJKA
85448|AME|Amendola|NDB|334|41.5|15.837800025939941||IT|2.221|BOTH|LOW|LIBA
85449|AMF|Ambler|NDB-DME|403|67.10679626464844|-157.85800170898438|282|US|18.303|LO|MEDIUM|PAFM
85450|AMG|Alma|VORTAC|115100|31.536500930786133|-82.50810241699219|200|US|-5.027|BOTH|HIGH|
85451|AMK|Andamooka|NDB|206|-30.453500747680664|137.16700744628906||AU|6.535|LO|LOW|YAMK
85452|AML|Armel|VORTAC|113500|38.934600830078125|-77.4666976928711|297|US|-10.239|BOTH|MEDIUM|KIAD
85453|AML|Andravida|TACAN|133400|37.9296989440918|21.284700393676758|55|GR|2.58|BOTH|LOW|LGAD
85454|AML|Amalias|NDB|367|37.77470016479492|21.34670066833496||GR|2.577|LO|MEDIUM|LGAD
85455|AML|Agadir|NDB|402|30.32360076904297|-9.454719543457031||MA|-3.562|BOTH|MEDIUM|GMAD
85456|AMN|Ambon|VOR-DME|115500|-3.614919900894165|128.18600463867188|33|ID|2.06|BOTH|HIGH|WAPP
85457|AMN|Amman|VOR-DME|116300|32.00410079956055|36.066001892089844|2264|JO|3.433|LO|MEDIUM|OJAM
85458|AMN|Almeria|NDB|310|36.8484001159668|-2.379159927368164||ES|-1.425|LO|MEDIUM|LEAM
85459|AMN|Alma|NDB|329|43.32339859008789|-84.78520202636719||US|-5.562|TERMINAL|LOW|
85460|AMP|Amapa|NDB|275|2.0688300132751465|-50.86050033569336|184|BR|-18.418|BOTH|MEDIUM|SBAM
85461|AMR|Almeria|VOR-DME|114100|36.83319854736328|-2.2594199180603027|233|ES|-1.404|BOTH|HIGH|LEAM
85462|AMS|Amsterdam|VOR-DME|113950|52.332801818847656|4.705560207366943|-7|NL|-0.383|TERMINAL|LOW|
85463|AMT|West Union|NDB|359|38.855899810791016|-83.56379699707031|886|US|-5.478|TERMINAL|LOW|
85464|AMU|Amberieu|TACAN|116300|45.98860168457031|5.331250190734863|801|FR|0.026|BOTH|HIGH|LFXA
85465|AMV|Ambato|VOR-DME|112700|-1.285889983177185|-78.54630279541016|9978|EC|-1.263|LO|HIGH|SEAM
85466|AN|Ann|NDB|385|19.770299911499023|94.04019927978516|74|MM|-0.446|BOTH|HIGH|VYTD
85467|AN|Anuradhapura|NDB|415|8.303609848022461|80.42970275878906||LK|-2.285|BOTH|MEDIUM|VCCA
85468|AN|Hiva Oa|NDB|294|-9.752220153808594|-139.00100708007812|1506|PF|10.495|TERMINAL|MEDIUM|NTMN
85469|AN|Abidjan|NDB|306|5.3490800857543945|-3.8904199600219727||CI|-5.585|BOTH|MEDIUM|DIAP
85470|AN|Aguni|NDB|268|26.593700408935547|127.23600006103516|44|JP|-4.319|BOTH|LOW|RORA
85471|AN|Kuching|NDB|402|1.718309998512268|110.30899810791016||MY|0.444|BOTH|MEDIUM|WBGG
85472|AN|Anapa|NDB|443|44.968299865722656|37.30500030517578||RU|6.002|TERMINAL|MEDIUM|URKA
85473|AN|Belgorod|NDB|718|50.665000915527344|36.52669906616211||RU|7.313|TERMINAL|HIGH|UUOB
85474|AN|Arvidsjaur|NDB|381|65.63390350341797|19.14299964904785||SE|5.398|LO|LOW|ESNX
85475|AN|Alamo|NDB|368|29.604900360107422|-98.57140350341797||US|5.406|TERMINAL|MEDIUM|KSAT
85476|AN|Bogga|NDB|211|33.534400939941406|-85.93080139160156||US|-2.545|TERMINAL|LOW|KANB
85477|AN|Boing|NDB|245|32.739898681640625|-117.21600341796875|15|US|12.376|TERMINAL|LOW|KSAN
85478|AN|Andizhan|NDB|422|40.698299407958984|72.25||UZ|4.211|BOTH|HIGH|
85479|ANA|Santa Ana|NDB|345|-13.762999534606934|-65.43229675292969||BO|-8.426|LO|MEDIUM|SLSA
85480|ANA|Contamana|NDB|380|-7.345280170440674|-75.00530242919922||PE|-2.378|BOTH|MEDIUM|
85481|ANB|Annaba|VOR-DME|113500|36.81669998168945|7.800000190734863|16|DZ|0.471|BOTH|HIGH|DABB
85482|ANB|Annaba|NDB|366|36.81809997558594|7.802499771118164||DZ|0.472|BOTH|MEDIUM|DABB
85483|ANC|Ancona|VOR-DME|110650|43.58639907836914|13.471099853515625|842|IT|2.004|BOTH|HIGH|LIPY
85484|ANC|Anchorage|VOR-DME|114300|61.15079879760742|-150.20700073242188|287|US|20.108|BOTH|HIGH|PANC
85485|ANC|Ancona|NDB|375|43.586700439453125|13.472200393676758||IT|2.004|BOTH|LOW|LIPY
85486|AND|Andong|VOR-DME|114800|30.253299713134766|121.21800231933594|17|CN|-4.592|BOTH|HIGH|
85487|AND|Andoya|VOR-DME|112200|69.28780364990234|16.141399383544922|54|NO|4.303|RNAV|HIGH|ENAN
85488|AND|Andahuaylas|VOR-DME|114300|-13.714200019836426|-73.37779998779297|11997|PE|-2.146|BOTH|HIGH|SPHY
85489|AND|Andranik|NDB|122|39.830299377441406|44.99250030517578||AM|5.137|BOTH|MEDIUM|
85490|AND|Andahuaylas|NDB|290|-13.709699630737305|-73.3499984741211|11300|PE|-2.16|LO|LOW|SPHY
85491|AND|Anderson|NDB|230|34.49810028076172|-82.70850372314453|760|US|-5.308|TERMINAL|LOW|KAND
85492|ANE|Arlanda|DME|113300|59.694000244140625|18.059900283813477|108|SE|4.176|TERMINAL|LOW|
85493|ANG|Angers|VOR|113000|47.53689956665039|-0.8518329858779907|283|FR|-2|BOTH|HIGH|
85494|ANG|Wallblake|NDB|209|18.2052001953125|-63.09260177612305||AI|-13.575|LO|MEDIUM|TQPF
85495|ANI|Aniak|NDB|359|61.5901985168457|-159.59800720214844||US|16.093|BOTH|MEDIUM|PANI
85496|ANK|Anarak|VOR-DME|112700|33.537498474121094|53.729698181152344|3348|IR|3.213|BOTH|HIGH|
85497|ANK|Ankara|NDB-DME|356|39.95309829711914|32.82809829711914|2749|TR|4.323|TERMINAL|LOW|LTAD
85498|ANL|Nea Anchialos|TACAN|115600|39.21390151977539|22.744199752807617|313|GR|3.16|BOTH|LOW|LGBL
85499|ANN|Annette Island|VOR-DME|117100|55.06039810180664|-131.5780029296875|174|US|21.341|BOTH|HIGH|PANT
85500|ANP|Anapolis|VOR-DME|115400|-16.260700225830078|-48.992000579833984|2960|BR|-19.435|BOTH|HIGH|SBAN
85501|ANP|Anapolis|NDB|415|-16.317399978637695|-49.04029846191406|2960|BR|-19.442|LO|MEDIUM|SBAN
85502|ANQ|Angola|NDB|347|41.639801025390625|-85.08689880371094|982|US|-5.137|TERMINAL|LOW|
85503|ANR|Andrews|NDB|245|32.34859848022461|-102.53600311279297|3170|US|7.454|LO|LOW|
85504|ANS|Ansbach|NDB|452|49.30970001220703|10.632800102233887|1526|DE|1.229|LO|LOW|ETEB
85505|ANT|Antwerpen|VOR-DME|113500|51.19060134887695|4.472499847412109|78|BE|-0.364|TERMINAL|LOW|EBAW
85506|ANT|Antoni|VOR-DME|113700|60.862998962402344|25.126800537109375|314|FI|7.219|RNAV|HIGH|
85507|ANT|Antalya|DME|109100|36.8755989074707|30.789199829101562||TR|3.568|TERMINAL|UNKNOWN|LTAI
85508|ANU|V C Bird|VOR-DME|114500|17.125900268554688|-61.800201416015625|400|AG|-14.252|BOTH|HIGH|TAPA
85509|ANU|V C Bird|NDB|351|17.127399444580078|-61.80820083618164|62|AG|-14.25|BOTH|MEDIUM|TAPA
85510|ANV|Anvik|NDB-DME|365|62.64139938354492|-160.19000244140625|358|US|16.061|LO|MEDIUM|PANV
85511|ANW|Ainsworth|VOR-DME|112700|42.56909942626953|-99.98970031738281|2582|US|6.449|LO|MEDIUM|
85512|ANW|Arlanda|DME|112050|59.71329879760742|17.85260009765625|164|SE|4.127|TERMINAL|LOW|
