Manufacturer|Model|EngineType|pwrEachEngine|maxSpeed|cruiseSpeed|StallSpeedDirty|fuelWeight|serviceCeiling|rateOfClimb|takeoffOver50ft|takeoffGroundRun|landingOver50ft|landingGroundRoll|grossWeight|emptyWeight|length|height|wingSpan|rangeNM
Cessna Aircraft Company|T182T Turbo Skylane|Piston|235|176|159|49|92|20000|1040|1385|775|1350|590|3100|2075|29/0|9/4|36/0|971
Cessna Aircraft Company|182T Skylane|Piston|230|150|145|49|92|18100|924|1514|795|1350|590|3100|1970|29/0|9/4|36/0|930
Cessna Aircraft Company|182S ('97 & up)|Piston|230|143|140|46|88|18100|924|1625|795|1280|540|3110|1882|28/0|9/3|16/0|813
Cessna Aircraft Company|182R II (1981 & up)|Piston|230|146|142|49|92|14900|865|1515|805|1350|590|3100|1775|28/0|9/3|35/10|817
Cessna Aircraft Company|182P,Q (prior '79 = 8-12 gal less fuel) thru'80|Piston|230|148|143|50|92|16500|1010|1350|705|1350|590|2950|1754|28/0|9/3|35/10|817
Cessna Aircraft Company|182 N Skylane|Piston|230|146|139|50|65|17700|890|1350|705|1350|590|2950|1640|28/1|8/9|35/10|550
Cessna Aircraft Company|182 J,K,L,M Skylane (M lgt=28/1, hgt=8/9)|Piston|230|148|141|48|65|18900|980|1205|625|1350|590|2800|1620|28/5|8/1|36/2|550
Cessna Aircraft Company|182 E,F,G,H|Piston|230|148|141|48|65|18900|980|1205|625|1350|590|2800|1610|27/4|9/0|36/2|550
Cessna Aircraft Company|182 A,B,C,D (D=more fuel & bigger)|Piston|230|148|141|54|55|19800|1030|1080|620|1310|610|2650|1560|26/0|8/5|36/0|450
Cessna Aircraft Company|182|Piston|230|143|135|54|55|20100|1120|1020|620|1290|610|2550|1540|26/0|8/5|36/0|443
Cessna Aircraft Company|180K-'78 up (amphib & float=27/0 length & 12/2 height)|Piston|230|137|123|48|88|15300|970|1900|1160|1720|735|2950|2204|27/6|12/8|35/10|804
Cessna Aircraft Company|180J,K amphib prior'76=4 gal more fuel (range w/80 gal fuel)|Piston|230|137|123|48|61|16000|990|2070|1280|1720|735|2950|2110|27/6|12/8|35/10|804
Cessna Aircraft Company|180J,K (float) prior '76 lgt=27/8 (range w/80)|Piston|230|137|123|48|61|16000|990|2070|1280|1720|735|2950|1955|27/0|12/2|35/10|804
Cessna Aircraft Company|180J,K (ski) (prior'79=15,600 serv. ceil, less fuel)|Piston|230|137|123|48|88|14700|910|||||2800|1790|28/10|7/9|35/10|804
Cessna Aircraft Company|180J,K (J=19,600 service ceiling)|Piston|230|148|141|48|88|17700|1100|1205|625|1365|480|2800|1701|25/8|7/9|35/10|804
Cessna Aircraft Company|180 G,-H|Piston|230|148|141|50|65|19600|1090|1205|625|1365|480|2800|1525|25/6|7/6|36/2|622
Cessna Aircraft Company|180 A,-B,-C,-D,-E,-F|Piston|230|148|139|54|55|21500|1130|1080|615|1330|460|2650|1555|26/0|7/5|36/0|513
Cessna Aircraft Company|180|Piston|225|144|137|51|55|21200|1110|1095|610|1310|450|2550|1540|26/0|7/5|36/0|513
Cessna Aircraft Company|177 RG Cardinal (1972-'78)|Piston|200|157|149|50|61|17100|925|1585|890|1350|730|2800|1765|27/3|8/7|35/6|500
Cessna Aircraft Company|177 RG Cardinal|Piston|200|153|144|50|51|16900|860|1585|890|1350|730|2800|1630|27/3|8/7|35/6|506
Cessna Aircraft Company|177 B Cardinal (1975-'78 specs)|Piston|180|139|130|46|50|14600|840|1400|750|1220|600|2500|1643|27/3|8/7|35/6|490
Cessna Aircraft Company|177 B (thru'74)'70-'71 lgt=27/0 & hgt=9/1|Piston|180|133|123|46|50|14600|840|1400|750|1220|600|2500|1485|27/3|8/7|35/6|417
Cessna Aircraft Company|177 A Cardinal|Piston|180|130|120|49|49|15800|760|1575|845|1220|435|2500|1440|27/0|9/1|35/7|410
Cessna Aircraft Company|177 Cardinal|Piston|150|125|117|46|49|12700|670|1575|845|1135|400|2350|1415|27/0|9/1|35/7|591
Cessna Aircraft Company|175 C|Piston|175|123|118|56|52|14500|790|1450|835|1170|690|2450|1325|25/0|8/5|36/0|589
Cessna Aircraft Company|175,-A,-B|Piston|175|128|121|54|52|15900|850|1340|735|1155|590|2350|1312|25/0|8/5|36/0|593
Cessna Aircraft Company|172 RG II Cutlass|Piston|180|144|140|50|66|16800|800|1775|1060|1340|625|2650|1627|27/5|8/10|35/10|720
Cessna Aircraft Company|172 Q Cutlass|Piston|180|123|122|48|54|17000|680|1690|960|1335|575|2550|1480|26/11|8/10|36/1|475
Cessna Aircraft Company|R172K/Hawk XP ('77 t/o ground run=850)|Piston|195|132|130|47|52|17000|870|1360|800|1345|635|2550|1572|27/2|8/10|35/10|570
Cessna Aircraft Company|172S Skyhawk SP|Piston|180|126|124|48|56|14000|730|1630|960|1335|575|2550|1663|27/2|8/11|36/1|638
Cessna Aircraft Company|172 Skyhawk ('97 & up)|piston|160|123|122|47|53|13500|720|1685|945|1295|550|2457|1600|26/11|8/11|36/1|580
Cessna Aircraft Company|172 P II Skyhawk|Piston|160|123|120|46|43|13000|700|1625|890|1280|540|2400|1454|26/11|8/10|35/10|440
Cessna Aircraft Company|172N/Hawk 100 thru '80('77 t/o gr. run=820)|Piston|160|124|122|44|43|14200|770|1390|775|1250|520|2300|1430|26/11|8/10|35/10|440
Cessna Aircraft Company|172 M Skyhawk ('76=4 mph more speed)|Piston|150|122|115|44|42|13100|645|1525|865|1250|520|2300|1335|26/11|8/10|35/10|435
Cessna Aircraft Company|172 K & L Skyhawk|Piston|150|122|115|43|42|13100|645|1525|865|1250|520|2300|1315|26/11|8/9|35/9|417
Cessna Aircraft Company|R172K/Hawk XP (floats)|Piston|195|117|116|44|52|15500|870|1850|1135|1390|675|2550|1834|26/10|12/5|35/10|539
Cessna Aircraft Company|172N-P/Hawk 100 (float plane 1978 & up)|Piston|160|96|95|44|43|15000|740|2160|1400|1345|590|2220|1632|26/8|11/11|35/10|440
Cessna Aircraft Company|172 M (float plane 1974-76)|Piston|150|98|97|44|42|12000|715|2390|1620|1345|590|2220|1574|27/0|9/11|35/10|435
Cessna Aircraft Company|172 M (float plane 1973)|Piston|150|94|92|45|42|12000|580|2390|1620|1345|590|2220|1450|27/0|9/11|35/9|435
Cessna Aircraft Company|172 K & L float plane|Piston|150|94|92|45|42|12000|580|2390|1620|1345|590|2220|1405|26/7|10/0|35/9|418
Cessna Aircraft Company|172 I Skyhawk|Piston|150|122|115|43|42|13100|645|1525|865|1250|520|2300|1300|26/11|8/11|36/2|515
Cessna Aircraft Company|172,-D,-E,-F,-G,-H|Piston|145|121|114|43|42|13100|645|1525|865|1250|520|2300|1330|26/6|8/11|36/2|515
Cessna Aircraft Company|172 C|Piston|145|121|114|43|42|14200|675|1450|900|1200|600|2250|1330|26/5|8/6|36/0|515
Cessna Aircraft Company|172 B|Piston|145|122|114|51|42|15100|730|1370|875|1115|600|2200|1325|26/5|8/6|36/0|515
Cessna Aircraft Company|172,-A|Piston|145|117|108|50|37|13300|660|1650|950|1115|600|2200|1260|25/0|8/5|36/0|420
Cessna Aircraft Company|170,-A,-B|Piston|145|122|104|50|42|15500|690|1820||1145||2200|1205|25/0|6/5|36/0|410
Cessna Aircraft Company|152,A152 (w/conical wing tips)A=2 mph less|Piston|110|110|107|43|26|14700|715|1340|725|1200|475|1670|1141|24/1|8/6|33/2|315
Cessna Aircraft Company|150M, A150M (Aerobat span=32/9)|Piston|100|109|106|42|26|14000|670|1385|735|1075|445|1600|1104|23/11|8/6|33/2|303
Cessna Aircraft Company|150 L ('71 height=8/8)|Piston|100|106|102|42|26|12650|670|1385|735|1075|445|1600|1060|23/9|8/0|33/2|303
Cessna Aircraft Company|A 150 L Aerobat (1974)|Piston|100|108|103|42|26|14000|670|1385|735|1075|445|1600|1040|23/9|8/0|32/9|303
Cessna Aircraft Company|A 150 K,L Aerobat (1971-73)'71 height=8/8|Piston|100|104|100|42|26|12650|670|1385|735|1075|445|1600|1020|23/9|8/0|32/9|303
Cessna Aircraft Company|150 H,J,K (K=8/8 height)|Piston|100|106|102|42|26|12650|670|1385|735|1075|445|1600|1065|23/9|8/0|32/9|303
Cessna Aircraft Company|150 J float plane|Piston|100|90|85|43|26|10700|560|2075|1310|850|415|1650|1120|24/1|9/1|32/9|276
Cessna Aircraft Company|150 D,-E,-F,-G|Piston|100|109|102|43|26|12650|670|1375|735|1075|445|1600|970|23/9|8/5|32/8|303
Cessna Aircraft Company|150 A,-B,-C|Piston|100|108|105|43|26|15300|740|1205|680|1055|360|1500|965|21/1|6/1|33/4|320
Cessna Aircraft Company|150|Piston|100|108|104|47|26|15300|740|1205|680|1055|360|1500|962|21/0|6/1|33/4|318
Cessna Aircraft Company|140 A|Piston|90|103|90|46|21|15600|640|1850|650|1530|460|1500|850|20/9|6/3|33/3|315
Cessna Aircraft Company|140|Piston|85|102|88|46|21|15100|620|1950|750|1530|460|1500|850|20/9|6/3|33/3|315
Cessna Aircraft Company|120|Piston|85|104|100|43|25|15500|640|1850|650|1530|460|1450|818|20/9|6/3|32/8|390
Cirrus Design Corporation|SR20|Piston|200||160 kts|54|56|||1958|1341|2044|1014|3000|2050|26/3|9/3|35/7|800
Cirrus Design Corporation|SR22|Piston|310||180 kts|59|81|||1575|1020|2325|1140|3400|2250|26|9/2|38/5|1000+
Columbia Aircraft Mfg|Columbia 400 LC-41|Piston|310|235|181|57|106|25000||1250|700|2350|1150|3600|2500|25/2|9|35/8|1300
Columbia Aircraft Mfg|Columbia 350 LC-42|Piston|310|235|179|57|106|18000||1250|700|2350|1150|3400|2.300|25/2|9|35/8|1300
Columbia Aircraft Mfg|Columbia 300 LC-40|Piston|310|235|190|57|106|18000||1250|700|2350|1550|3400|2250|25/2|9|36|1300
Commander Premier Aircraft|155TC|Piston|270|197|187|59|90|25000|1050|2223|1408|1312|734|3305|2152|24/11|8/7|32/10|870
Commander Premier Aircraft|115|Piston|265|164|149|54|90|16800|1070|1985|1145|1200|720|3250|2102|24/11|8/7|32/10|1005
Commander Premier Aircraft|114TC|Piston|270|197|177|59|90|25000|1050|2223|1408|1312|734|3305|2151|24/11|8/5|32/9|870
Commander Premier Aircraft|114A, Gran Turismo|Piston|260|166|157|54|68|16500|1030|2150||1200||3260|2070|25/1|8/5|32/9|665
Commander Premier Aircraft|114,('76-24/10 length + less performance)|Piston|260|166|157|55|68|17400|1088|1990||1200||3140|1905|25/1|8/5|32/9|665
Commander Premier Aircraft|112TC,-A,Alpine|Piston|210|170|163|54|48|20000|914|1750||1275||2950|2035|25/1|8/5|35/7|620
Commander Premier Aircraft|112B|Piston|200|150|142|51|48|15050|950|1829||1039||2800|1773|25/1|8/5|35/7|575
Commander Premier Aircraft|112A|Piston|200|149|140|54|48|13900|1020|1585||1310||2650|1691|24/10|8/5|32/9|569
Commander Premier Aircraft|112|Piston|200|152|143|53|60|17000|1000|1460|880|1310|680|2550|1530|24/11|8/5|32/9|750
Cubcrafters, Inc.|Top Cub|Piston|180|132|110|42|54|18000|800||580||580|2300|1200|23/6|8/5|35/2|555
Cubcrafters, Inc.|Sport Cub|Piston|100|122|103|27|25|18000|790|975|415|1040|245|1320|825|23/3|8/4|34/2|434
Dassault Falcon Jet|Falcon 900EX|Jet|5,000||||||4000|5035||2385||48500|23875|66/4|24/9|63/15|4500
Dassault Falcon Jet|Falcon 900 B (3-eng fan jet)|Jet|4,750|513|459|81|19,165|41000|4000|4950||3500||45500|22573|66/4|24/9|63/5|4400
Dassault Falcon Jet|Falcon 900 (3-eng fan jet)|Jet|4,500|513|459|81|19,165|39000|3500|5300||3500||45500|22573|66/4|24/9|63/5|4200
Dassault Falcon Jet|Falcon Fan Jet 50 (3-eng fan jet)|Jet|3,700|518|430|77|15,520|41000|3430|4700||2800||38800|21100|60/9|22/11|61/10|3500
Dassault Falcon Jet|Falcon Fan Jet 2000|Jet|5,918||480||12,155|47000||5475||2565||35200|19890|66/4|23/2|63/5|3000
Dassault Falcon Jet|2000EX|Jet|7,000|.86 Mach|.80 Mach||16,600|42000|||5875||2615|42400|23190|66/4|23/2|63/5|3800
Dassault Falcon Jet|Falcon 200|Jet|5,200|521|435|89|10,684|39000|3065|5260||2860||32000|18800|56/3|17/6|53/6|2500
Dassault Falcon Jet|Falcon Fan Jet C 20|Jet|4,125|530|457|90|8,420|42000|3500|3800||2940||26455|16600|56/3|17/4|53/6|1200
Dassault Falcon Jet|Falcon Fan Jet D 20|Jet|4,250|512|457|90|8,980|42000|3500|6400||4850||27337|15400|56/3|17/5|53/6|1630
Dassault Falcon Jet|Falcon Fan Jet F 20 (thru 1975)|Jet|4,315|530|458|84.5|9,250|42000|3300|5000||3300||28660|15970|56/3|17/5|53/6|1610
Dassault Falcon Jet|Falcon F 20|Jet|4,500|530|410|88|9,098|37000|3330|4950||2450||28660|17500|56/3|17/6|53/6|1614
Dassault Falcon Jet|Falcon 100|Jet|3,230|513|459|84|5,912|39000|4600|4615||2750||19300|11200|45/6|15/2|42/11|1828
Dassault Falcon Jet|Falcon Fan Jet 10|Jet|3,230|513|459|88|5,912|45000|4600|4615||2750||18740|10800|45/6|15/2|42/11|1828
Dassault Falcon Jet|Falcon Fan Jet 10 ('76-'77)|Jet|3,230|459|426|92|5,910|45000|4200|4300||3300||18300|10800|45/4|14/6|42/11|1800
De Havilland|DHC 6-300 Twin Otter Std. + '77-'78=less perf.|Propjet|620|182|170|58|2,583|26700|1600|1500|860|1940|950|12500|6881|51/9|19/6|65/0|300
De Havilland|DHC 6-300 Twin Otter (thru 1976)|Propjet|620|182|171|64|2,457|26700|1600|1940|860|1940|950|12500|7487|51/9|18/7|65/0|300
De Havilland|DHC 6-200 Twin Otter|Propjet|579|165|150|57|2,457|24300|1300|1900|579|1995|1125|11579|7250|51/9|18/7|65/0|
Diamond Aircraft|Twin Star Diamond DA42|Piston|135|194|172|56|52|18000|1280|1730|1130|1877|1069|3935|2765|28/1|8/2|44/6|1129
Diamond Aircraft|Katana DA20-A1|Piston|81|161|117|37|20||680|1560|1120|1490|748|1609|1095|23/6|6/11|35/7|526
Diamond Aircraft|Katana DA20-C1|Piston|125|163|132|34|25||1105|1263|952|1235|550|1654|1166|23/6|7/2|35/8|422
Diamond Aircraft|Eclipse DA20-C1|Piston|125||140kts|44kcas|24|||1470|1106|1280|581|1720|1166|23/6|7/2|35/8|
Diamond Aircraft|Star DA40-180|Piston|180||145kts|49kts|41|||1150||||2535||26/3|6/6|39/4|600nm
EADS Socata Aircraft|TBM 850|Propjet|850|320|255||1,887|31000|1380|2840||2430||7394|4698|34/11|14/4|41/7|1520
EADS Socata Aircraft|TBM 700C2|Propjet|700|345|333||1,887|31000|1500||2832||2427|7394|4651|34/11|14/4|41/7|1360
EADS Socata Aircraft|TBM 700|Propjet|700|300|291|61|1,887|30000|2380|1591|1017|2034|1181|6579|4050|34/11|14/4|41/7|1563
EADS Socata Aircraft|TB-21 TC Trinidad|Piston|250|200|187|54|86|25000|1125|1953|1193|1750|755|3083|1795|25/4|9/4|32/6|
EADS Socata Aircraft|TB-20 Trinidad|Piston|250|167|160|54|86|20000|1260|1953|1193|1750|755|3083|1744|25/4|9/4|32/6|1100
EADS Socata Aircraft|TB-200XL|Piston|200||115||55|16000|937|1561||1474||2535|1642|25/5|9/11|32/10|637
EADS Socata Aircraft|TB-10 Tobago|Piston|180|132|117|51|54|13000|790|1657|1066|1394|623|2535|1477|25/0|10/6|32/0|
EADS Socata Aircraft|TB-9 Tampico Club|Piston|160||106|50|41.7|11000|738|1706||1378||2337|1411|25/3|9/11|32/0|
Eagle|DW-1 (ag plane)|Piston|300|100|57|48|40|||2257|1421|||5400|2650|27/6|10/11|55/0|
Eclipse Aviation|Eclipse 500|Jet|900|.64 Mach|426|69|1,686|41000|3314|2297||2155||5920|3550|33/6|11/0|37/11|1300
Embraer Aircraft - Empresa Brasileira|Legacy EMB-135BJ|Jet|7,987|.80 Mach|||18,170|41000|||5453||2306|49604|29994|86/5|22/2|68/11|3361
Embraer Aircraft - Empresa Brasileira|Phenom 300|Jet|3,200|.78 Mach|450|||45000|||3700||||||||1800
Embraer Aircraft - Empresa Brasileira|Phenom 100|Jet|1,615|.70 Mach|380|||41000|||3400||||||||1320
Embraer Aircraft - Empresa Brasileira|EMB-110P1A Bandeirante (specs=110P1/41)|Propjet|750|221|181|71|440|21500|1650|4000||4400||13007|8007|49/6|16/6|50/3|
Eurofox, Rollison LSA Inc|Eurofox|Piston|100|164|120|46|23|14000|1000||260|||1235|644|18/7|7/5|29/11|600
Excalibur Aviation|Excalibur '800' conv. Beech Twin Bonanza|Piston|400|226|213|71|230|22200|1870|1525|1220|1940|1360|7600|5100|31/5|11/3|46/0|
Excalibur Aviation|Excalibur conv. Beech Twin Bonanza|Piston|380|239|226|71|230|30000|1900|1225|980|1840|1288|7300|4500|31/5|11/3|46/0|
Excalibur Aviation|Queen Air '800' conv. Beech 65,A65,70,80|Piston|400|213|201|68|230|22200|1535|1706|1365|2176|1525|8000|5400|N/C|N/C|N/C|
Excalibur Aviation|Queen Air '8800' conv. Beech A80,B80|Piston|400|213|201|70|264|20000|1490|2050|1365|2450|1525|8800|5800|N/C|N/C|N/C|
Fairchild M7 Aerospace|Metro III,A|Propjet|1,000|280|248|88|648|29900|2635|3495||||14500|8737|59/4|16/8|57/0|1827
Fairchild M7 Aerospace|Metro, II (prior '79 height=16/10)|Propjet|940wet||256|86|648|27000|2400|2050|1900|1970|1460|12500|8000|59/4|16/8|46/3|1250
Fairchild M7 Aerospace|Merlin IV C (SN AT-423 & up)|Propjet|1,000|278|248|88|648|29900|2635|3340||2970||14500|9200|59/4|16/8|57/0|2040
Fairchild M7 Aerospace|Merlin IV C|Propjet|1000 dry|283|261|87|648|30000|2440|2850||2532||14000|9100|59/4|16/8|57/0|2040
Fairchild M7 Aerospace|Merlin IV, A|Propjet|840|270||86|544|27000|2400|2050|1600|1970|1460|12500|8200|59/4|16/8|46/3|1815
Fairchild M7 Aerospace|Fairchild 300|Propjet|900|303|264|92|648|29400|2650|3080||2805||13230|8200|42/2|16/9|47/11|2178
Fairchild M7 Aerospace|Merlin III C, III C-41 (13,230 gross)|Propjet|900|300|265|92|648|27000|2650|2920||3530||13230|8150|42/2|16/10|46/3|2025
Fairchild M7 Aerospace|Merlin III C-23 (12,500 gross) (SN TT426 & up)|Propjet|900|303|264|89|648|29400|2800|2400||3360||12500|8090|42/2|16/10|46/3|2025
Fairchild M7 Aerospace|Merlin III B|Propjet|900|309|295|89|648|31400|2780|2970||3240||12500|7800|42/2|16/10|46/3|2025
Fairchild M7 Aerospace|Merlin III A|Propjet|840|283||83|648|28900|2530|2150|1900|1570|1140|12500|7600|42/2|16/10|46/3|2670
Fairchild M7 Aerospace|Merlin II B|Propjet|665||257|76|386|29900|2780|2970||3240||10000|6150|40/1|14/4|45/10|1318
Fairchild M7 Aerospace|Merlin II A|Propjet|550||235|75|386|31000|1950|2300||2380||9800|6075|40/1|14/4|45/10|1250
Flight Design USA|CTSW|Piston|100|120|112|39|34|14000|960||300||450|1320|649|20/4|7/11|28|1080
Gobosh Aviation|800XP|Piston|100|145|119|35|29|13200|850|1050|520|1100|550|1320|760|20/4|6/11|31/6|730
Gobosh Aviation|700S|Piston|100|133|116|36|18.5|13200|850|1450|380|1410|656|1320|820|20/6|7/4|20/6|400
Gulfstream Aerospace|G V|Jet|14,750|516|459||41,000|51000||5870||2950||89400|46800|96/5|25/4|93/6|6500
Gulfstream Aerospace|G550|Jet|15,385|.885 Mach|.85 Mach||40,994|51000|||5910||2770|91000|47900|96/5|25/10|93/6|6750
Gulfstream Aerospace|G500|Jet|15,385|.885 Mach|.85 Mach||34,939|51000|||5150||2770|85100|47600|96/5|25/10|93/6|58000
Gulfstream Aerospace|G IVSP|Jet|13,850|505|459|115|29,500|45000|4122|5450||3190||75000|42500|88/4|24/5|77/10|4220
Gulfstream Aerospace|G IV|Jet|13,850|510|459|108|29,500|45000|4219|5265||3393||73200|42500|88/4|24/5|77/10|4420
Gulfstream Aerospace|G400|Jet|13,850|.88 Mach|.80 Mach||29,280|45000|||5450||3190|75000|43900|88/4|24/5|77/10|3976
Gulfstream Aerospace|G300|Jet|13,850|.88 Mach|.80 Mach||26,700|45000|||5100||2650|71300|43000|88/4|24/5|77/10|3526
Gulfstream Aerospace|G450|Jet|13,850|.88 Mach|.80 Mach||29,280|45000|||5450||3260|73900|42600|89/4|25/2|77/10|4350
Gulfstream Aerospace|G350|Jet|13,850|.88 Mach|.80 Mach||26000|45000|||5050||3260|70900|42300|89/4|25/2|77/10|3800
Gulfstream Aerospace|GIII (G1159A)|Jet|11,400|503|459|104|28,300|45000|4049|5115||3250||69700|38000|83/1|24/4|77/10|3767
Gulfstream Aerospace|G200|Jet|6,040|.85 Mach|.80 mach||15,000|45000|395||6083||3280|35450|19800|62/3|21/5|58/1|3400
Gulfstream Aerospace|GII-B (G1159-B)|Jet|11,400|503|459|103|28,300|45000|4049|5115||3250||69700|38150|79/11|24/6|77/10|3680
Gulfstream Aerospace|GII (G1159) with tip tanks|Jet|11,400|503|459|103|26,800|45000|4240|5750||3168|3500|65500|37186|79/11|24/6|72/6|2795
Gulfstream Aerospace|GII (G1159)|Jet|11,400|503|459|108|23,300|45000|4345|5625||3198||64800|36544|79/11|24/6|68/11|2592
Gulfstream Aerospace|G150|Jet|4,420|.85 Mach|.80 Mach||10,300|45000|||5000||2880|26100|14950|56/9|19/1|55/7|2954
Gulfstream Aerospace|G100|Jet|4,250|.88 Mach|.80 Mach||9,365|45000|||5395||2920|24650|13950|54/10|18/4|54/7|2950
Gulfstream Aerospace|GI (G-159) ceiling quoted w/APU|Propjet|1,950|340|299|87|10,463|30000|1900||4850||2770|36000|23008|63/9|23/4|78/4|2164
Hawker Beechcraft|Hawker Horizon 4000|Jet|6,900|.84 Mach|422||14,600|42900|||4509||2916|37500|21775|69/2|19/7|61/9|3400
Hawker Beechcraft|Hawker 1000|Jet|5,225||452||11,440|43000|3577|6000||||31000||53/9|17/1|51/4|
Hawker Beechcraft|Hawker 800|Jet|4,300|463|432||10,000|41000|3500|4900||3650||27400|15120|51/2|17/7|51/4|
Hawker Beechcraft|Hawker 850 XP Pro Line|Jet|4,660|.80 mach|402||10,000|39000|||5032||2650|28000|15670|51/2|18/1|54/4|2522
Hawker Beechcraft|Hawker 400XP|Jet|2,965|.78 Mach|414||4,912|43450|||3906||3514|16300|10500|48/5|13/11|43/6|1565
Hawker Beechcraft|HS125-700,A (Hawk-Sidd mfg) ('77=24,200 gross)|Jet|3,700|443|400|87|9,450|41000|3000|5800||3600||24800|14150|50/9|17/7|47/0|
Hawker Beechcraft|BH-125-600 (Beech mfg)|Jet|3,750|456|435|83|9,450|41000|4500|4850|3710|2125|1165|25000|12865|50/6|17/3|47/0|
Hawker Beechcraft|BH-124-400A (Beech mfg)|Jet|3,360|443|385|77|9,100|41000|3100|5000|3440|1990|1140|23300|11920|47/5|16/6|47/0|
Hawker Beechcraft|DH-125-3A-RA|Jet|3,360|443|385|79|9,100|41000|4150|3800|1990|2450|970|22700|12000|47/5|16/6|47/0|
IAI|Astra SPX|Jet|4,250|430|||9,365|45000||||||24650||55/7|18/4|54/7|2700
IAI|Astra SP|Jet|3,700||430||9,381|45000||||||23500||55/7|18/2|52/8|3104
IAI|1125 Westwind/Astra|Jet|3,700||397||9,381|45000||5400||2450||23500||55/7|18/2|52/8|3104
IAI|1124A Westwind 2|Jet|3,700|476|415|89|9,580|45000|3500|5250|4200|2350|1850|23500|12800|52/3|15/9|44/9|2904
IAI|1124 Westwind 1|Jet|3,700|471|426|90|8,710|45000|3200|4950|3900|2450|1838|22850|12500|52/3|15/9|44/9|2440
IAI|1123 Commodore Jet|Jet|3,100|471|426|87|8,620|45000|4040|5750|4600|2900|2275|20700|11500|52/3|15/9|44/8|1450
IAI|1121 B Jet Commander|Jet|2,950|471|426|84|7,350|45000|5000|5450|4360|3900|2800|18500|10500|50/5|15/9|43/3|1100
IAI|1121 Jet Commander|Jet|2,850|471|426|82|6,250|40000|4400|5400|4320|3900|1603|17500|10500|50/5|15/9|43/3|950
Jabiru USA Sport Aircraft, LLC|J250-SP|Piston|120|125|120|39|36|15000|700||700||640|1320|780|21/5|7/10|30/0|840
Jabiru USA Sport Aircraft, LLC|J230-SP|Piston|120|130|120|39|35|15000|700||700||640|1320|800|21/5|7/10|32/5|800
Jabiru USA Sport Aircraft, LLC|J170-SP|Piston|80|115|100|38|35|15000|||459||492|1320|680|19/0|7/6|31/8|1030
Lake Aircraft|LA-4 Amphibian|Piston|180|122|114|39|40|13000|800|1275|650|900|475|2400|1555|24/11|9/4|38/0|296
Lake Aircraft|C-IV Amphibian|Piston|180|123|117|45|30|13500|800|1375|650|900|475|2350|1520|23/6|8/1|34/0|305
Lake Aircraft|C-1 Amphibian|Piston|150|109|97|50|30|9500|700|1550|750|900|475|2150|1450|23/6|8/1|34/0|320
Lake Aircraft|LA-4 Seaplane|Piston|180|125|122|39|40|13500|1000|1250|960|||2400|1345|24/11|8/5|38/0|296
Lake Aircraft|LA-4 Turbo-Lake|Piston|180|149|143|39|40|20000|800|1275|650|900|475|2400|1575|24/11|9/4|38/0|543
Lake Aircraft|LA-4-200 Buccaneer (land specs) 1973 & prior|Piston|200||130|39|40|14700|1200|875|660|900|475|2600|1535|24/11|9/4|38/0|455
Lake Aircraft|LA-4-200 Buccaneer (land specs)|Piston|200|135|130|39|40|14700|1200|1050|600|950|475|2690|1555|24/11|9/4|38/0|455
Lake Aircraft|LA4/200EP|Piston|200||127|39|48|12500|980|||||2690|1660|25/0|9/4|38/0|800
Lake Aircraft|LA/250 Renegade|Piston|250||122|53|85|12500|900|||||3140|1850|28/1|10/0|38/0|1000
Lake Aircraft|LA-270 Turbo Seafury|Piston|270|203|155|49|48|27000|900||880||475|3140|2075|28/4|10/1|38/4|1100
Liberty Aerospace Inc.|XL2|Piston|125|162|125|49|30||682|1496|822|1519|841|1750|1160|20/4|7/5|28/9|505
Lockheed Martin Aircraft|Jetstar II|Jet|3,700|490|438||2,660|43000|4200||6200|3020||43750||60/5|20/5|54/5|2770
Lockheed Martin Aircraft|Jetstar -8|Jet|3,300|496|435|106|2,660|43000|4050|||3440||41900|20999|60/5|20/5|54/5|
Lockheed Martin Aircraft|Jetstar -6|Jet|3,000|489|427||2,660|43000|||3750||2600|40921||60/5|20/5|54/5|
